polynomial,budget,tile_x,tile_y,x_min,x_max,y_min,y_max,sample_count,mean_iterations,late_fraction,unresolved_fraction
asymmetric-cubic,24,1,5,-1.3333333333333335,-1.0666666666666669,0.0,0.26666666666666683,225,7.933333333333334,0.1111111111111111,0.0
asymmetric-cubic,24,2,5,-1.0666666666666669,-0.8,0.0,0.26666666666666683,225,7.493333333333333,0.09777777777777778,0.0
asymmetric-cubic,24,3,5,-0.8,-0.5333333333333334,0.0,0.26666666666666683,225,5.782222222222222,0.0,0.0
asymmetric-cubic,24,4,5,-0.5333333333333334,-0.26666666666666683,0.0,0.26666666666666683,225,5.217777777777778,0.0,0.0
asymmetric-cubic,24,5,5,-0.26666666666666683,0.0,0.0,0.26666666666666683,225,4.684444444444445,0.0,0.0
asymmetric-cubic,24,6,5,0.0,0.2666666666666666,0.0,0.26666666666666683,225,5.0311111111111115,0.0,0.0
asymmetric-cubic,24,7,5,0.2666666666666666,0.5333333333333332,0.0,0.26666666666666683,225,7.555555555555555,0.13333333333333333,0.0
asymmetric-cubic,24,8,5,0.5333333333333332,0.7999999999999998,0.0,0.26666666666666683,225,6.0311111111111115,0.0044444444444444444,0.0
asymmetric-cubic,24,9,5,0.7999999999999998,1.0666666666666664,0.0,0.26666666666666683,225,4.097777777777778,0.0,0.0
asymmetric-cubic,24,10,5,1.0666666666666664,1.333333333333333,0.0,0.26666666666666683,225,4.315555555555555,0.0,0.0
asymmetric-cubic,24,11,5,1.333333333333333,1.6,0.0,0.26666666666666683,225,5.0,0.0,0.0
asymmetric-cubic,24,0,6,-1.6,-1.3333333333333335,-0.2666666666666666,0.0,225,8.026666666666667,0.10222222222222223,0.0
asymmetric-cubic,24,1,6,-1.3333333333333335,-1.0666666666666669,-0.2666666666666666,0.0,225,6.7155555555555555,0.0,0.0
asymmetric-cubic,24,2,6,-1.0666666666666669,-0.8,-0.2666666666666666,0.0,225,6.013333333333334,0.0,0.0
asymmetric-cubic,24,3,6,-0.8,-0.5333333333333334,-0.2666666666666666,0.0,225,5.062222222222222,0.0,0.0
asymmetric-cubic,24,4,6,-0.5333333333333334,-0.26666666666666683,-0.2666666666666666,0.0,225,4.257777777777778,0.0,0.0
asymmetric-cubic,24,5,6,-0.26666666666666683,0.0,-0.2666666666666666,0.0,225,3.72,0.0,0.0
asymmetric-cubic,24,6,6,0.0,0.2666666666666666,-0.2666666666666666,0.0,225,4.631111111111111,0.0,0.0
asymmetric-cubic,24,7,6,0.2666666666666666,0.5333333333333332,-0.2666666666666666,0.0,225,7.471111111111111,0.14222222222222222,0.0
asymmetric-cubic,24,8,6,0.5333333333333332,0.7999999999999998,-0.2666666666666666,0.0,225,6.448888888888889,0.06666666666666667,0.0
asymmetric-cubic,24,9,6,0.7999999999999998,1.0666666666666664,-0.2666666666666666,0.0,225,4.124444444444444,0.0,0.0
asymmetric-cubic,24,10,6,1.0666666666666664,1.333333333333333,-0.2666666666666666,0.0,225,4.32,0.0,0.0
asymmetric-cubic,24,11,6,1.333333333333333,1.6,-0.2666666666666666,0.0,225,5.0,0.0,0.0
asymmetric-cubic,24,0,7,-1.6,-1.3333333333333335,-0.5333333333333332,-0.2666666666666666,225,7.026666666666666,0.0,0.0
asymmetric-cubic,24,1,7,-1.3333333333333335,-1.0666666666666669,-0.5333333333333332,-0.2666666666666666,225,6.111111111111111,0.0,0.0
asymmetric-cubic,24,2,7,-1.0666666666666669,-0.8,-0.5333333333333332,-0.2666666666666666,225,5.644444444444445,0.0,0.0
asymmetric-cubic,24,3,7,-0.8,-0.5333333333333334,-0.5333333333333332,-0.2666666666666666,225,5.0,0.0,0.0
asymmetric-cubic,24,4,7,-0.5333333333333334,-0.26666666666666683,-0.5333333333333332,-0.2666666666666666,225,4.164444444444444,0.0,0.0
asymmetric-cubic,24,5,7,-0.26666666666666683,0.0,-0.5333333333333332,-0.2666666666666666,225,3.8177777777777777,0.0,0.0
asymmetric-cubic,24,6,7,0.0,0.2666666666666666,-0.5333333333333332,-0.2666666666666666,225,4.608888888888889,0.0,0.0
asymmetric-cubic,24,7,7,0.2666666666666666,0.5333333333333332,-0.5333333333333332,-0.2666666666666666,225,6.12,0.0,0.0
