power,budget,threshold,tile_x,tile_y,x_min,x_max,y_min,y_max,sample_count,mean_iterations,late_fraction,unresolved_fraction
3,40,20,10,2,1.0666666666666664,1.333333333333333,0.8,1.0666666666666669,100,6.6,0.0,0.0
3,40,20,11,2,1.333333333333333,1.6,0.8,1.0666666666666669,100,6.27,0.0,0.0
3,40,20,0,3,-1.6,-1.3333333333333335,0.5333333333333334,0.8,100,6.45,0.0,0.0
3,40,20,1,3,-1.3333333333333335,-1.0666666666666669,0.5333333333333334,0.8,100,5.88,0.0,0.0
3,40,20,2,3,-1.0666666666666669,-0.8,0.5333333333333334,0.8,100,5.12,0.0,0.0
3,40,20,3,3,-0.8,-0.5333333333333334,0.5333333333333334,0.8,100,4.46,0.0,0.0
3,40,20,4,3,-0.5333333333333334,-0.26666666666666683,0.5333333333333334,0.8,100,4.38,0.0,0.0
3,40,20,5,3,-0.26666666666666683,0.0,0.5333333333333334,0.8,100,5.57,0.0,0.0
3,40,20,6,3,0.0,0.2666666666666666,0.5333333333333334,0.8,100,9.85,0.02,0.0
3,40,20,7,3,0.2666666666666666,0.5333333333333332,0.5333333333333334,0.8,100,13.36,0.08,0.0
3,40,20,8,3,0.5333333333333332,0.7999999999999998,0.5333333333333334,0.8,100,8.35,0.0,0.0
3,40,20,9,3,0.7999999999999998,1.0666666666666664,0.5333333333333334,0.8,100,6.17,0.0,0.0
3,40,20,10,3,1.0666666666666664,1.333333333333333,0.5333333333333334,0.8,100,5.72,0.0,0.0
3,40,20,11,3,1.333333333333333,1.6,0.5333333333333334,0.8,100,5.82,0.0,0.0
3,40,20,0,4,-1.6,-1.3333333333333335,0.26666666666666683,0.5333333333333334,100,7.67,0.0,0.0
3,40,20,1,4,-1.3333333333333335,-1.0666666666666669,0.26666666666666683,0.5333333333333334,100,7.16,0.0,0.0
3,40,20,2,4,-1.0666666666666669,-0.8,0.26666666666666683,0.5333333333333334,100,6.35,0.0,0.0
3,40,20,3,4,-0.8,-0.5333333333333334,0.26666666666666683,0.5333333333333334,100,6.09,0.0,0.0
3,40,20,4,4,-0.5333333333333334,-0.26666666666666683,0.26666666666666683,0.5333333333333334,100,6.12,0.0,0.0
3,40,20,5,4,-0.26666666666666683,0.0,0.26666666666666683,0.5333333333333334,100,7.59,0.0,0.0
3,40,20,6,4,0.0,0.2666666666666666,0.26666666666666683,0.5333333333333334,100,8.49,0.01,0.0
3,40,20,7,4,0.2666666666666666,0.5333333333333332,0.26666666666666683,0.5333333333333334,100,9.54,0.03,0.0
3,40,20,8,4,0.5333333333333332,0.7999999999999998,0.26666666666666683,0.5333333333333334,100,6.48,0.0,0.0
3,40,20,9,4,0.7999999999999998,1.0666666666666664,0.26666666666666683,0.5333333333333334,100,5.03,0.0,0.0
3,40,20,10,4,1.0666666666666664,1.333333333333333,0.26666666666666683,0.5333333333333334,100,4.96,0.0,0.0
3,40,20,11,4,1.333333333333333,1.6,0.26666666666666683,0.5333333333333334,100,5.0,0.0,0.0
3,40,20,0,5,-1.6,-1.3333333333333335,0.0,0.26666666666666683,100,12.98,0.07,0.0
3,40,20,1,5,-1.3333333333333335,-1.0666666666666669,0.0,0.26666666666666683,100,10.61,0.01,0.0
3,40,20,2,5,-1.0666666666666669,-0.8,0.0,0.26666666666666683,100,10.33,0.01,0.0
3,40,20,3,5,-0.8,-0.5333333333333334,0.0,0.26666666666666683,100,11.09,0.05,0.0
3,40,20,4,5,-0.5333333333333334,-0.26666666666666683,0.0,0.26666666666666683,100,9.69,0.04,0.0
3,40,20,5,5,-0.26666666666666683,0.0,0.0,0.26666666666666683,100,12.25,0.03,0.0
3,40,20,6,5,0.0,0.2666666666666666,0.0,0.26666666666666683,100,12.44,0.06,0.0
3,40,20,7,5,0.2666666666666666,0.5333333333333332,0.0,0.26666666666666683,100,8.31,0.01,0.0
3,40,20,8,5,0.5333333333333332,0.7999999999999998,0.0,0.26666666666666683,100,5.19,0.0,0.0
3,40,20,9,5,0.7999999999999998,1.0666666666666664,0.0,0.26666666666666683,100,3.9,0.0,0.0
3,40,20,10,5,1.0666666666666664,1.333333333333333,0.0,0.26666666666666683,100,4.09,0.0,0.0
3,40,20,11,5,1.333333333333333,1.6,0.0,0.26666666666666683,100,4.96,0.0,0.0
3,40,20,0,6,-1.6,-1.3333333333333335,-0.2666666666666666,0.0,100,12.98,0.07,0.0
3,40,20,1,6,-1.3333333333333335,-1.0666666666666669,-0.2666666666666666,0.0,100,10.61,0.01,0.0
3,40,20,2,6,-1.0666666666666669,-0.8,-0.2666666666666666,0.0,100,10.33,0.01,0.0
3,40,20,3,6,-0.8,-0.5333333333333334,-0.2666666666666666,0.0,100,11.09,0.05,0.0
3,40,20,4,6,-0.5333333333333334,-0.26666666666666683,-0.2666666666666666,0.0,100,9.69,0.04,0.0
3,40,20,5,6,-0.26666666666666683,0.0,-0.2666666666666666,0.0,100,12.25,0.03,0.0
3,40,20,6,6,0.0,0.2666666666666666,-0.2666666666666666,0.0,100,12.44,0.06,0.0
3,40,20,7,6,0.2666666666666666,0.5333333333333332,-0.2666666666666666,0.0,100,8.31,0.01,0.0
3,40,20,8,6,0.5333333333333332,0.7999999999999998,-0.2666666666666666,0.0,100,5.19,0.0,0.0
3,40,20,9,6,0.7999999999999998,1.0666666666666664,-0.2666666666666666,0.0,100,3.9,0.0,0.0
3,40,20,10,6,1.0666666666666664,1.333333333333333,-0.2666666666666666,0.0,100,4.09,0.0,0.0
3,40,20,11,6,1.333333333333333,1.6,-0.2666666666666666,0.0,100,4.96,0.0,0.0
3,40,20,0,7,-1.6,-1.3333333333333335,-0.5333333333333332,-0.2666666666666666,100,7.67,0.0,0.0
3,40,20,1,7,-1.3333333333333335,-1.0666666666666669,-0.5333333333333332,-0.2666666666666666,100,7.16,0.0,0.0
3,40,20,2,7,-1.0666666666666669,-0.8,-0.5333333333333332,-0.2666666666666666,100,6.35,0.0,0.0
3,40,20,3,7,-0.8,-0.5333333333333334,-0.5333333333333332,-0.2666666666666666,100,6.09,0.0,0.0
3,40,20,4,7,-0.5333333333333334,-0.26666666666666683,-0.5333333333333332,-0.2666666666666666,100,6.12,0.0,0.0
3,40,20,5,7,-0.26666666666666683,0.0,-0.5333333333333332,-0.2666666666666666,100,7.59,0.0,0.0
3,40,20,6,7,0.0,0.2666666666666666,-0.5333333333333332,-0.2666666666666666,100,8.49,0.01,0.0
3,40,20,7,7,0.2666666666666666,0.5333333333333332,-0.5333333333333332,-0.2666666666666666,100,9.54,0.03,0.0
3,40,20,8,7,0.5333333333333332,0.7999999999999998,-0.5333333333333332,-0.2666666666666666,100,6.48,0.0,0.0
3,40,20,9,7,0.7999999999999998,1.0666666666666664,-0.5333333333333332,-0.2666666666666666,100,5.03,0.0,0.0
3,40,20,10,7,1.0666666666666664,1.333333333333333,-0.5333333333333332,-0.2666666666666666,100,4.96,0.0,0.0
3,40,20,11,7,1.333333333333333,1.6,-0.5333333333333332,-0.2666666666666666,100,5.0,0.0,0.0
3,40,20,0,8,-1.6,-1.3333333333333335,-0.7999999999999998,-0.5333333333333332,100,6.45,0.0,0.0
3,40,20,1,8,-1.3333333333333335,-1.0666666666666669,-0.7999999999999998,-0.5333333333333332,100,5.88,0.0,0.0
3,40,20,2,8,-1.0666666666666669,-0.8,-0.7999999999999998,-0.5333333333333332,100,5.12,0.0,0.0
3,40,20,3,8,-0.8,-0.5333333333333334,-0.7999999999999998,-0.5333333333333332,100,4.46,0.0,0.0
3,40,20,4,8,-0.5333333333333334,-0.26666666666666683,-0.7999999999999998,-0.5333333333333332,100,4.38,0.0,0.0
3,40,20,5,8,-0.26666666666666683,0.0,-0.7999999999999998,-0.5333333333333332,100,5.57,0.0,0.0
