polynomial,root_centroid_x,critical_centroid_x,late_tail_centroid_x,late_tail_centroid_y,left_late_share,center_late_share,grid_late_fraction,dominant_basin_share
asymmetric-cubic,-0.016666666666666673,-0.01666666666666669,0.3806938159879335,0.22503770739064866,0.3262946204122675,0.0,0.06138888888888889,0.5804320987654321
split-critical-asymmetric-cubic,0.11666666666666668,0.11666666666666667,0.10390152305445428,0.02167049168926918,0.3546839140413102,0.06426037972042561,0.1479320987654321,0.38478395061728393
counterweight-asymmetric-cubic,0.6266666666666666,0.6266666666666666,-0.32830370559383076,-0.003776473590201449,0.6579059283830909,0.001360891383856426,0.36287037037037034,0.45990740740740743
